标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
阿里巴巴西溪园区0距离，高教路旁，富力朗悦居,1室1厅,41.43,4700,113.444
未来科技城板块，与梦想小镇为邻，位置好，环境好,3室2厅,88.61,4200,47.399
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
闲林山水海棠苑小三房房东诚心出租,3室2厅,98,3600,36.735
东田怡丰城 3室2厅 2700元,3室2厅,83,2700,32.53
闲林山水一室一厅精装修拎包入住,1室1厅,52.82,3000,56.797
新湖果岭 6室3厅 20000元,6室3厅,388,20000,51.546
金都夏宫 3室2厅 2600元,3室2厅,89.11,2600,29.177
赞成乐山红叶 4室2厅 3500元,4室2厅,128,3500,27.344
翡翠城 2室2厅 3800元,2室2厅,126.6,3800,30.016
西溪蓝海 38方 3200/月,1室1厅,38,3000,78.947
翡翠城绿城精装修，两房朝南，楼层好，拎包入住！,2室2厅,89,4500,50.562
同城印象花苑北区 3室2厅 4000元,3室2厅,117,4000,34.188
佳兆业君汇上品 3室1厅 4200元,3室1厅,87,4200,48.276
华元欢乐城 2室1厅 2600元,2室1厅,45,2600,57.778
玉都枫景 4室2厅 5000元,4室2厅,123,5000,40.65
欧美金融城 3室1厅 4800元,3室1厅,89,4800,53.933
朗诗未来街区 2室2厅 3300元,2室2厅,72,3300,45.833
欧美金融城 1室1厅 4200元,1室1厅,47,4200,89.362
德信早安 3室2厅 1600元,3室2厅,89,1600,17.978
汤家锦绣公寓二期 4室2厅 2600元,4室2厅,120,2600,21.667
闲林山水紫薇苑 3室2厅 4000元,3室2厅,86.7,4000,46.136
同城印象花苑西区 2室1厅 2500元,2室1厅,55,2500,45.455
绿城蓝庭东区 2室1厅 3100元,2室1厅,76,3100,40.789
小城之春花苑 3室2厅 4000元,3室2厅,135,4000,29.63
庭院深深 2室1厅 2300元,2室1厅,88.94,2300,25.86
翡翠城精装修3房，位置极好，拎包入住，随时可看,3室2厅,159.95,6500,40.638
雅居乐国际花园 3室1厅 3000元,3室1厅,89,3000,33.708
北辰金座 1室1厅 1800元,1室1厅,45,1800,40.0
惠都家园 3室1厅 1700元,3室1厅,84.7,1700,20.071
三墩景溪北苑 2室1厅 2800元,2室1厅,63,2800,44.444
桐鹤名苑一区 2室2厅 2100元,2室2厅,86,2100,24.419
中尚橄榄树花园（南区） 3室2厅 3300元,3室2厅,89.16,3300,37.012
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
精装公寓，咫尺阿里，五常湿地公园旁，享受品质生活,1室1厅,41.12,2900,70.525
环桥花苑 2室2厅 2300元,2室2厅,80,2300,28.75
华元西溪欢乐城 2室1厅 3500元,2室1厅,52,3500,67.308
闲林山水紫薇苑 3室2厅 2700元,3室2厅,135,2700,20.0
闲林山水紫薇苑 3室2厅 3600元,3室2厅,89,3600,40.449
东海闲湖城 3室2厅 2500元,3室2厅,123,2500,20.325
新西湖小镇 2室1厅 2000元,2室1厅,89,2000,22.472
亲亲家园一期 3室2厅 5200元,3室2厅,118.64,5200,43.83
广厦天都城天漾 2室2厅 1700元,2室2厅,88,1700,19.318
亲亲家园一期 3室2厅 5600元,3室2厅,117,5600,47.863
亲亲家园一期 3室2厅 6000元,3室2厅,120,6000,50.0
乔司 乔司南   复地连城 上下两层   舒适 精品四室,4室1厅,153.4,5200,33.898
铭雅苑东区 3室2厅 5200元,3室2厅,130,5200,40.0
华元欢乐城 1室1厅 2200元,1室1厅,43,2200,51.163
新西湖小镇 3室2厅 2800元,3室2厅,89,2800,31.461
新湖菲林 2室1厅 2400元,2室1厅,70,2400,34.286
三墩景溪北苑 3室1厅 3000元,3室1厅,62,3000,48.387
闲林山水紫薇苑 3室2厅 3800元,3室2厅,89,3800,42.697
竹海水韵 3室1厅 2800元,3室1厅,89.65,2800,31.233
闲林山水丹枫苑 5室1厅 8000元,5室1厅,145.34,8000,55.043
同城印象花苑东区 4室2厅 6000元,4室2厅,149,6000,40.268
小区环境好 人车分流 装修完好 楼层佳 采光无遮挡,1室1厅,49.04,3000,61.175
新西湖小镇 2室2厅 1500元,2室2厅,88.38,1500,16.972
万宝城 2室2厅 2100元,2室2厅,38,2100,55.263
亲亲家园一期 4室2厅 6500元,4室2厅,150.7,6500,43.132
东田怡丰城 4室2厅 3000元,4室2厅,112,3000,26.786
鼎盛大厦 6室0厅 50400元,6室0厅,800,50400,63.0
万科北宸之光 3室1厅 4800元,3室1厅,89.08,4800,53.884
新时代城市家园 3室2厅 2800元,3室2厅,89,2800,31.461
西溪蓝海 4室0厅 7500元,4室0厅,118,7500,63.559
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
三墩高档的loft       适合一家人或情侣,1室1厅,35,3500,100.0
星桥高品质小区，精装两房带地下车位,2室2厅,83.09,3200,38.512
新西湖小镇 2室2厅 2400元,2室2厅,79,2400,30.38
雅居乐国际花园 3室2厅 3100元,3室2厅,89,3100,34.831
临城花苑 4室2厅 1000元,4室2厅,133.6,1000,7.485
西溪蓝海 1室1厅 2800元,1室1厅,38,2800,73.684
广厦天都城蓝调公寓 3室2厅 3000元,3室2厅,131.02,3000,22.897
东海水景城 1室1厅 2200元,1室1厅,48.9,2200,44.99
庭院深深 3室2厅 2800元,3室2厅,87.25,2800,32.092
良渚十六街区 3室2厅 4000元,3室2厅,139,4000,28.777
新城峯璟 2室1厅 3700元,2室1厅,50,3700,74.0
绿城桃源小镇 4室2厅 4500元,4室2厅,140,4500,32.143
西溪永乐城自住精装公寓，咫尺阿里，五常湿地公园旁,1室1厅,55.31,3500,63.28
山北精装大三房，绿城制造，万宝城边上，包物业,3室1厅,127,4600,36.22
绿城紫桂公寓 1室1厅 2100元,1室1厅,60,2100,35.0
爵士风情花园精装跃层出租，家具家电齐全，拎包入住.,2室2厅,81.61,3000,36.76
逸家花苑小区楼幢，三居采光好，室内空间开阔,2室2厅,95.06,3700,38.923
新明半岛 3室2厅 3500元,3室2厅,137,3500,25.547
金都夏宫 1室1厅 2300元,1室1厅,59.18,2300,38.864
竹海水韵 3室2厅 2800元,3室2厅,89,2800,31.461
金地西溪风华 2室1厅 4500元,2室1厅,60,4500,75.0
绿城桃源小镇 5室2厅 6000元,5室2厅,194.39,6000,30.866
万宝城 2室1厅 2400元,2室1厅,39.28,2400,61.1
仁惠家园 3室2厅 2800元,3室2厅,90,2800,31.111
荷花小区 2室1厅 2100元,2室1厅,70,2100,30.0
盛世嘉园 1室1厅 2400元,1室1厅,38,2400,63.158
恒基旭辉府 3室2厅 2600元,3室2厅,101.6,2600,25.591
书林苑 4室2厅 3800元,4室2厅,126.86,3800,29.954
万宝城 1室1厅 1000元,1室1厅,28.35,1000,35.273
万宝城 2室1厅 2300元,2室1厅,39.51,2300,58.213
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
合景映月台 4室2厅 6800元,4室2厅,118,6800,57.627
欧美金融城 3室2厅 6500元,3室2厅,89,6500,73.034
翡翠城自住精装修，小户型东边套，南北通透，拎包入住,2室2厅,89,4500,50.562
湖山帝景湾南苑 3室1厅 2600元,3室1厅,100,2600,26.0
万科北宸之光 4室1厅 7500元,4室1厅,129,7500,58.14
景雅苑 2室2厅 3000元,2室2厅,87.11,3000,34.439
西溪蓝海 3室1厅 5800元,3室1厅,89,5800,65.169
西溪蓝海 3室1厅 4200元,3室1厅,89,4200,47.191
雅居乐国际花园 2室1厅 1800元,2室1厅,82,1800,21.951
岸上蓝山 5室1厅 4000元,5室1厅,139.74,4000,28.625
中交悦西溪 4室1厅 7000元,4室1厅,89,7000,78.652
绿城桃花源 2室2厅 2800元,2室2厅,72.3,2800,38.728
盛世嘉园 4室2厅 6000元,4室2厅,148.78,6000,40.328
闲林山水紫薇苑 3室2厅 3800元,3室2厅,89.96,3800,42.241
阿里巴巴南门旁 步行可达 精装三房出租,3室2厅,85.5,6000,70.175
阿里巴巴南门旁 步行可达 精装三房出租,3室1厅,84.56,6000,70.956
经纬美耀湾 2室2厅 2800元,2室2厅,91,2800,30.769
保亿丽景山 3室2厅 3500元,3室2厅,89,3500,39.326
杭州宏丰家居城宏丰公寓 1室1厅 2500元,1室1厅,62.14,2500,40.232
东冠逸家经典两居室 精装拎包入住,2室1厅,94.12,3100,32.937
复地连城国际 2室1厅 2600元,2室1厅,62.4,2600,41.667
阿里东门 亲橙里旁 三房出租 工作生活两不误,3室1厅,87,5100,58.621
世纪嘉园晴彩巴厘 1室1厅 2000元,1室1厅,36.8,2000,54.348
东冠逸景花苑 3室2厅 4700元,3室2厅,89,4700,52.809
复地连城国际 3室2厅 4500元,3室2厅,102.34,4500,43.971
1号线翁梅地铁口，保亿风景晨园 精装带车位4千5,3室2厅,87.82,4500,51.241
万通时尚公馆 3室2厅 4200元,3室2厅,89,4200,47.191
顺达花苑东区 3室2厅 2600元,3室2厅,120,2600,21.667
三墩景溪南苑 2室1厅 2900元,2室1厅,62,2900,46.774
中铁逸都 3室2厅 2000元,3室2厅,133.33,2000,15.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
南北乐章 2室1厅 2500元,2室1厅,75,2500,33.333
中港罗兰小镇 4室2厅 1800元,4室2厅,114,1800,15.789
庭院深深 3室1厅 2000元,3室1厅,137,2000,14.599
爱丁郡 3室2厅 7000元,3室2厅,142.47,7000,49.133
豪波西溪润景 2室1厅 5000元,2室1厅,90,5000,55.556
新西湖小镇 3室2厅 2500元,3室2厅,87,2500,28.736
西溪蓝海 2室1厅 3400元,2室1厅,38,3400,89.474
新西湖小镇 3室1厅 3000元,3室1厅,92,3000,32.609
理想西溪金座 3室2厅 4800元,3室2厅,61,4800,78.689
新城山语院 2室1厅 2200元,2室1厅,75,2200,29.333
给你一个温暖的家，直接拎包入住,1室1厅,46.7,2200,47.109
东厦东港花苑 3室1厅 2500元,3室1厅,88.86,2500,28.134
西溪蓝海 3室2厅 4200元,3室2厅,90,4200,46.667
顺达花苑东区 4室3厅 2800元,4室3厅,120,2800,23.333
理想世纪金座 2室1厅 4500元,2室1厅,63,4500,71.429
华元西溪欢乐城 1室1厅 3000元,1室1厅,40,3000,75.0
华盛星洲翠谷 2室2厅 2300元,2室2厅,87,2300,26.437
通和十二橡树 4室1厅 2500元,4室1厅,111,2500,22.523
东厦东港花苑 1室1厅 1300元,1室1厅,45,1300,28.889
中港罗兰小镇 3室2厅 2600元,3室2厅,89,2600,29.213
欧美金融城 2室1厅 3700元,2室1厅,54,3700,68.519
东海闲湖城 5室3厅 6000元,5室3厅,300,6000,20.0
西溪蓝海 1室1厅 3100元,1室1厅,40,3100,77.5
赞成香颂一期 2室1厅 2200元,2室1厅,70,2200,31.429
嘉凯城名城博园 3室2厅 3000元,3室2厅,89,3000,33.708
金都夏宫 3室2厅 2600元,3室2厅,89,2600,29.213
保亿风景晨园 3室2厅 2300元,3室2厅,87.25,2300,26.361
景瑞御华府 3室2厅 2800元,3室2厅,89,2800,31.461
理想世纪金座 2室1厅 6500元,2室1厅,72,6500,90.278
东田擎天半岛 3室1厅 2300元,3室1厅,89,2300,25.843
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金帝海珀二期 2室1厅 2850元,2室1厅,88,2850,32.386
东海水景城 1室1厅 2600元,1室1厅,54,2600,48.148
闲林山水紫薇苑 3室2厅 4000元,3室2厅,108,4000,37.037
闲林山水海棠苑 3室2厅 3700元,3室2厅,123,3700,30.081
红联九漾华庭▪东区 2室2厅 3300元,2室2厅,86.45,3300,38.172
庭院深深 2室1厅 3000元,2室1厅,88,3000,34.091
绿城紫桂公寓 3室1厅 2800元,3室1厅,83.82,2800,33.405
新月花园 3室2厅 2900元,3室2厅,110,2900,26.364
海联云客里 2室1厅 3000元,2室1厅,58,3000,51.724
欧美金融城 2室1厅 3700元,2室1厅,54,3700,68.519
良渚文化村白鹭郡南 3室1厅 3400元,3室1厅,87,3400,39.08
赞成龙兴道一号 3室1厅 2800元,3室1厅,89,2800,31.461
美莱国际中心写字楼 2室1厅 5300元,2室1厅,75,5300,70.667
西城时代家园 4室2厅 4200元,4室2厅,140,4200,30.0
广厦天都城天澜 3室1厅 2000元,3室1厅,143,2000,13.986
东田擎天半岛 3室1厅 3000元,3室1厅,89,3000,33.708
广厦天都城天月苑 6室3厅 4000元,6室3厅,195,4000,20.513
树兰书香名邸 2室2厅 2500元,2室2厅,91.06,2500,27.454
金地广场 2室1厅 4000元,2室1厅,45,4000,88.889
雅居乐国际花园 3室2厅 3500元,3室2厅,107,3500,32.71
星运丽园 1室1厅 2000元,1室1厅,50.64,2000,39.494
精装交付，多层电梯洋房，楼层好。,3室2厅,133,6500,48.872
钱神花苑 4室2厅 4700元,4室2厅,136,4700,34.559
西溪蓝海 3室1厅 4200元,3室1厅,89,4200,47.191
户型正气，居住感好，小区环境好,4室2厅,135.6,7000,51.622
【房源标题】： 户型正气，居住感好，小区环境好,2室2厅,77.4,4700,60.724
金地广场 2室1厅 3700元,2室1厅,40,3700,92.5
精装公寓，咫尺阿里，五常湿地公园旁，享受品质生活,1室0厅,39.92,3000,75.15
富力西溪悦居溪区 3室2厅 6500元,3室2厅,89,6500,73.034
精装公寓，咫尺阿里，五常湿地公园旁，享受品质生活,1室1厅,41.12,2900,70.525
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
经纬美耀湾 2室2厅 2000元,2室2厅,92.27,2000,21.676
广厦天都城天泉苑 3室2厅 3000元,3室2厅,86,3000,34.884
华元西溪欢乐城 3室1厅 3000元,3室1厅,43,3000,69.767
太平家园 2室1厅 2300元,2室1厅,90,2300,25.556
东湖中路175号 3室1厅 2300元,3室1厅,76,2300,30.263
万通时尚公馆 3室2厅 4600元,3室2厅,89.89,4600,51.174
万通时尚公馆 3室2厅 4300元,3室2厅,89,4300,48.315
万宝城 2室1厅 1980元,2室1厅,40,1980,49.5
岸上蓝山 3室2厅 3800元,3室2厅,130,3800,29.231
闲林山水海棠苑 4室2厅 4500元,4室2厅,164,4500,27.439
西溪八方城 2室1厅 4300元,2室1厅,63,4300,68.254
欧美金融城 2室2厅 4000元,2室2厅,50,4000,80.0
万通时尚公馆 3室2厅 4800元,3室2厅,109,4800,44.037
欧美金融城 2室1厅 4000元,2室1厅,53.98,4000,74.102
西溪蓝海 2室1厅 3300元,2室1厅,38,3300,86.842
保亿丽景山 3室2厅 2800元,3室2厅,87.64,2800,31.949
金地西溪风华 1室1厅 2300元,1室1厅,20,2300,115.0
阿里东门 亲橙里旁 精装三房出租 工作生活两不误,3室1厅,87.57,5800,66.233
闲林山水木兰苑 3室2厅 2500元,3室2厅,125,2500,20.0
德信早安 4室2厅 3500元,4室2厅,112,3500,31.25
庭院深深 3室2厅 3000元,3室2厅,135,3000,22.222
西溪蓝海 3室1厅 4500元,3室1厅,89,4500,50.562
绿城桃源小镇 4室1厅 7000元,4室1厅,171.8,7000,40.745
西溪蓝海 1室1厅 4000元,1室1厅,38,4000,105.263
万通时尚公馆 3室1厅 4500元,3室1厅,89,4500,50.562
景瑞御蓝湾 3室2厅 3600元,3室2厅,89.66,3600,40.152
西溪蓝海 2室1厅 3300元,2室1厅,38,3300,86.842
欧美金融城 3室2厅 4500元,3室2厅,89,4500,50.562
赞成美树 3室1厅 4000元,3室1厅,88,4000,45.455
合景天峻 4室1厅 5200元,4室1厅,128,5200,40.625
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元西溪欢乐城 1室1厅 2000元,1室1厅,40,2000,50.0
广厦天都城天漾 2室2厅 1800元,2室2厅,88,1800,20.455
金地广场 2室1厅 4000元,2室1厅,45,4000,88.889
盛世嘉园 3室2厅 4000元,3室2厅,126.49,4000,31.623
都市港湾 1室1厅 1700元,1室1厅,43.76,1700,38.848
广厦天都城天漾 2室1厅 1700元,2室1厅,88,1700,19.318
亲亲家园四期 地铁口好房出租  ，,2室1厅,80.06,4000,49.963
万科北宸之光 3室1厅 4800元,3室1厅,89.6,4800,53.571
野风启城 3室1厅 2500元,3室1厅,105,2500,23.81
悦泽公寓 4室2厅 3000元,4室2厅,120,3000,25.0
瑞金华庭嘉苑 3室2厅 3500元,3室2厅,89.18,3500,39.246
华元西溪欢乐城 2室1厅 3500元,2室1厅,51,3500,68.627
广厦天都城天河苑 1室0厅 1500元,1室0厅,26.71,1500,56.159
景瑞御蓝湾 3室1厅 3000元,3室1厅,89,3000,33.708
望城 2室1厅 2800元,2室1厅,74,2800,37.838
华元西溪欢乐城 2室1厅 3000元,2室1厅,51,3000,58.824
精装修 温馨小窝 两室一厅 沿河景观 拎包入住,2室2厅,76.9,4200,54.616
惠都家园 2室1厅 2400元,2室1厅,83,2400,28.916
盛丰铭座单身公寓，办公+居住，拎包入住,1室1厅,46,2000,43.478
景瑞御蓝湾 3室2厅 3100元,3室2厅,89.96,3100,34.46
余之城 3室2厅 4000元,3室2厅,89,4000,44.944
湖山帝景湾南苑 3室2厅 2500元,3室2厅,89,2500,28.09
昆仑华府 3室2厅 3600元,3室2厅,88,3600,40.909
融创金成西溪海 3室2厅 3000元,3室2厅,89,3000,33.708
昆仑华府 3室2厅 4000元,3室2厅,106,4000,37.736
庭院深深 3室2厅 2800元,3室2厅,131,2800,21.374
岸上蓝山 2室2厅 3000元,2室2厅,90,3000,33.333
庭院深深 2室1厅 3000元,2室1厅,89.97,3000,33.344
盛世嘉园 4室2厅 6000元,4室2厅,148.78,6000,40.328
凤仪家园 3室2厅 3500元,3室2厅,120,3500,29.167
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
广厦天都城天泉苑 3室1厅 2800元,3室1厅,103,2800,27.184
荷花小区 2室1厅 2000元,2室1厅,65,2000,30.769
金地广场 2室1厅 4200元,2室1厅,44,4200,95.455
欧美金融城 1室1厅 4000元,1室1厅,52,4000,76.923
中港罗兰小镇 3室2厅 3000元,3室2厅,89,3000,33.708
赞成乐山红叶 3室2厅 2600元,3室2厅,87.56,2600,29.694
房东诚心出租 可长租 租金不递增 看房方便,5室2厅,119,2300,19.328
华元西溪欢乐城 2室1厅 3200元,2室1厅,44.1,3200,72.562
合景天峻 3室2厅 4500元,3室2厅,91,4500,49.451
闲林山水顶跃自住装修5房家电家具齐全,5室2厅,85.85,4050,47.175
良渚文化村白鹭郡南 2室2厅 3500元,2室2厅,89,3500,39.326
瑞城温莎郡 4室2厅 4000元,4室2厅,86.8,4000,46.083
广厦天都城天河苑 1室0厅 1500元,1室0厅,25,1500,60.0
金都夏宫 1室1厅 2100元,1室1厅,47,2100,44.681
复地上城 3室2厅 3000元,3室2厅,89,3000,33.708
中交悦西溪 4室4厅 10000元,4室4厅,300,10000,33.333
信达柳郡 3室1厅 1650元,3室1厅,92,1650,17.935
万泰城章东边套全明户型，3个阳台视野开阔明亮1900/月,3室2厅,88,1900,21.591
星运丽园 3室2厅 2000元,3室2厅,123.5,2000,16.194
新湖果岭 5室2厅 8000元,5室2厅,310,8000,25.806
新明半岛 3室2厅 3500元,3室2厅,130,3500,26.923
绿城蓝庭东区 2室1厅 2500元,2室1厅,75,2500,33.333
广厦天都城天河苑 2室1厅 2300元,2室1厅,69.31,2300,33.184
朗诗未来街区东园 3室1厅 3800元,3室1厅,84,3800,45.238
三墩景溪南苑 2室1厅 2800元,2室1厅,60,2800,46.667
万科经典三房户型 精装修 拎包入住,3室2厅,86.95,5200,59.804
美好桂花金座 2室2厅 2800元,2室2厅,89.64,2800,31.236
万宝城 1室1厅 1800元,1室1厅,34.12,1800,52.755
雅居乐国际花园 3室2厅 3500元,3室2厅,124.25,3500,28.169
万宝城 2室1厅 2200元,2室1厅,34.12,2200,64.478
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
广厦天都城天河苑 2室1厅 1800元,2室1厅,58.18,1800,30.938
金都夏宫 2室2厅 2100元,2室2厅,88,2100,23.864
欧美金融城 3室1厅 4300元,3室1厅,89,4300,48.315
相寓 3室1厅 1600元,3室1厅,87,1600,18.391
广厦天都城天星苑 4室2厅 4000元,4室2厅,139,4000,28.777
广厦天都城天湖苑 3室2厅 2700元,3室2厅,98,2700,27.551
广厦天都城天河苑 1室1厅 1600元,1室1厅,33,1600,48.485
乐淘城 3室1厅 6000元,3室1厅,87.57,6000,68.517
华元西溪欢乐城 2室2厅 3100元,2室2厅,51,3100,60.784
华元欢乐城 1室1厅 2200元,1室1厅,35,2200,62.857
中港罗兰小镇 4室2厅 3300元,4室2厅,109,3300,30.275
中港罗兰小镇 3室2厅 3300元,3室2厅,109,3300,30.275
万宝城 3室1厅 2300元,3室1厅,50,2300,46.0
赞成乐山红叶 3室2厅 2600元,3室2厅,87.56,2600,29.694
房东诚心出租 可长租 租金不递增 看房方便,5室2厅,119,2300,19.328
华元西溪欢乐城 2室1厅 3200元,2室1厅,44.1,3200,72.562
合景天峻 3室2厅 4500元,3室2厅,91,4500,49.451
闲林山水顶跃自住装修5房家电家具齐全,5室2厅,85.85,4050,47.175
良渚文化村白鹭郡南 2室2厅 3500元,2室2厅,89,3500,39.326
瑞城温莎郡 4室2厅 4000元,4室2厅,86.8,4000,46.083
